[2013-10-17 11:22:06] INFO  (DeleteHITs.java: 102) - [29JCSTMOFXRD7EWHBUPDQXJFXLWQT3] Successfully deleted HIT (287/876)
[2013-10-17 11:22:09] INFO  (DeleteHITs.java: 102) - [2PAV7WGKCCVL0DQFDJDHDPQ4NTIT33] Successfully deleted HIT (288/876)
[2013-10-17 11:22:09] INFO  (DeleteHITs.java: 102) - [24UWYB49F9SS7RB6BZFNVT5HGZ3QUU] Successfully deleted HIT (289/876)
[2013-10-17 11:22:12] INFO  (DeleteHITs.java: 102) - [2MQB727M0IGFZRR6GE6SYF4VT8PYDV] Successfully deleted HIT (290/876)
[2013-10-17 11:22:15] INFO  (DeleteHITs.java: 102) - [244HGYQ4J3NAQGPKWV6O1YITCDEOB3] Successfully deleted HIT (291/876)
[2013-10-17 11:22:15] INFO  (DeleteHITs.java: 102) - [2787Q67051QKRX56C9HC4XMGTKQYEO] Successfully deleted HIT (292/876)
[2013-10-17 11:22:18] INFO  (DeleteHITs.java: 102) - [2LOUXFCD45XCT31I23KKLN3TR9ZVXL] Successfully deleted HIT (293/876)
[2013-10-17 11:22:20] INFO  (DeleteHITs.java: 102) - [2BT2YU98JHST0LHQAV2JCIOBUYEOCA] Successfully deleted HIT (294/876)
[2013-10-17 11:22:21] INFO  (DeleteHITs.java: 102) - [2FE2GTP9RA7SK606GPPSRF70U6CQVJ] Successfully deleted HIT (295/876)
[2013-10-17 11:22:25] INFO  (DeleteHITs.java: 102) - [236FXRDS4IC1T8RS7Z6M41A2TFTVYR] Successfully deleted HIT (296/876)
[2013-10-17 11:22:25] INFO  (DeleteHITs.java: 102) - [20EKUDD8XMB35DN4ARXUWO6TFYQODA] Successfully deleted HIT (297/876)
[2013-10-17 11:22:28] INFO  (DeleteHITs.java: 102) - [2ZB3HVWAVKI6HXXVCHY2299QSQ6OGK] Successfully deleted HIT (298/876)
[2013-10-17 11:22:30] INFO  (DeleteHITs.java: 102) - [2ZKKYEPLSP75ZV0B6ZUODHQE1FEQWT] Successfully deleted HIT (299/876)
[2013-10-17 11:22:33] INFO  (DeleteHITs.java: 102) - [2LWGDHDM25L8XJ146M8E26OEFAROE3] Successfully deleted HIT (300/876)
